"country","city","district","latam","date","days_since_o","chilean_pop_country","population_city","diaspora_mob","organiser","language","spanish","spanish2","eyes_covered","flag_chile","flag_mapuche","18-O_signs","modified","pacos","carabineros_anthem","squat","pointing_fingers","similarity_index","newseng","newssp","source","second source","population"
"Spain","Granollers","Catalonia",0,"2020/01/26 00:00:00",67,10606,232208,0,2,"Catalan",0,"0","1","0","0","0","0","0","0","1","1",0.25,"43","23","https://twitter.com/burguilloslopez/status/1221465771177598976",NA,47134837
"Spain","Guadalajara","Castilla-La Mancha",0,"2019/12/10 00:00:00",20,10606,160649,0,2,"Spanish",1,NA,"1","0","1","0","1","1","0","1","1",0.5,"35","22","https://www.eldiario.es/castilla-la-mancha/video-representacion-feminista-unvioladorentucamino-guadalajara_1_1194887.html",NA,47134837
"Spain","Huesca","Aragon",0,"2019/12/20 00:00:00",30,10606,206097,0,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/Huelga8MHuesca/status/1208084377428738048",NA,47134837
"Spain","Jaez","Andalucia",0,"2019/12/12 00:00:00",22,10606,329052,0,3,"Spanish",1,NA,"1","0","0","0","1",NA,NA,NA,NA,0.125,"97","0","https://www.ideal.es/jaen/jaen/violador-grito-feminista-20191212131308-nt.html?ref=https:%2F%2Fes.wikipedia.org%2F",NA,47134837
"Spain","La Garriga","Catalonia",0,"2019/12/22 00:00:00",32,10606,69605,0,2,"Catalan",0,"0","1","0","1","0","1","0",NA,"1","1",0.25,"0","0","https://sorotopia.com/2019/12/22/un-violador-en-tu-camino-la-garriga-22-de-desembre-de-2019/",NA,47134837
"Spain","Lanzarote","Canarias",0,"2019/12/14 00:00:00",24,10606,93678,0,2,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"68","0","https://www.facebook.com/watch/?v=2901063299913037",NA,47134837
"Spain","Madrid","Madrid",0,"2019/11/29 00:00:00",9,10606,6006000,1,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/FeMiGrantxs/status/1200437722734833665?s=19",NA,47134837
"Spain","Madrid","Madrid",0,"2019/12/06 00:00:00",16,10606,6006000,1,3,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"0","0",NA,NA,47134837
"Spain","Madrid","Madrid",0,"2019/12/16 00:00:00",26,10606,6006000,1,3,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"0","0","https://twitter.com/cgtzonasur/status/1206687913754447872",NA,47134837
"Spain","Madrid","Madrid",0,"2020/03/08 00:00:00",109,10606,6006000,1,2,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"0","0",NA,NA,47134837
"Spain","Malaga","Andalucia",0,"2019/12/01 00:00:00",11,10606,571026,1,2,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"25","0","https://twitter.com/FeMiGrantxs/status/1201090177239793664",NA,47134837
"Spain","Manresa","Catalonia",0,"2019/11/30 00:00:00",10,10606,547627,0,3,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/nuriacanal10/status/1200795934038339584?s=20",NA,47134837
"Spain","Murcia","Murcia",0,"2019/12/15 00:00:00",25,10606,22186000,0,1,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"0","0","https://www.youtube.com/watch?v=EeKJAhk7nBU",NA,47134837
"Spain","Oviedo","Asturias",0,"2019/11/29 00:00:00",9,10606,693494,1,3,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/VirgiCocina/status/1200472876970844161?s=20",NA,47134837
"Spain","Palma de Mallorca","Islas Baleares",0,"2019/12/08 00:00:00",18,10606,209829,1,1,"Spanish",1,NA,"1","1","0","0","1","1","1","1","1",0.75,"16","0","https://www.youtube.com/watch?v=m8a1xH__QEY",NA,47134837
"Spain","Pamplona","Navarra",0,"2019/12/18 00:00:00",28,10606,419366,1,1,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"12","0","https://www.youtube.com/watch?v=JxEYLCXhhuw",NA,47134837
"Spain","Pontevadra","Galicia",0,"2019/12/06 00:00:00",16,10606,90488,0,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://www.facebook.com/watch/?v=620310828798228",NA,47134837
"Spain","Salamanca","Castilla y Leon",0,"2019/12/13 00:00:00",23,10606,2872800,1,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/movfeministasa/status/1205492079847235585?s=20",NA,47134837
"Spain","San Sebastian","Pais Vasco",0,"2019/12/06 00:00:00",16,10606,881549,1,1,"Spanish",1,NA,"1","1","0","1","1","1","1","1","1",0.75,"0","0","https://www.facebook.com/watch/?v=2452470778198425",NA,47134837
"Spain","Santa Coloma de Gramanet","Catalonia",0,"2019/12/15 00:00:00",25,10606,311000,0,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://www.youtube.com/watch?v=CwW-Lw_YOSg",NA,47134837
"Spain","Santander","Cantabria",0,"2019/12/12 00:00:00",22,10606,117375,1,2,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"97","0","https://www.facebook.com/watch/?v=2452470778198425",NA,47134837
"Spain","Santiago de Compostela","Galicia",0,"2019/12/11 00:00:00",21,10606,204856,1,2,"Galician",1,"0","1","0","0","0",".",NA,NA,NA,"0",0.125,"0","0","https://www.youtube.com/watch?v=edXKLwyIJu8&feature=youtu.be",NA,47134837
"Spain","Sevilla","Andalucia",0,"2019/12/09 00:00:00",19,10606,96405,1,3,"Spanish",1,NA,"1","0","1","0","1","1","1","1","1",0.75,"23","38","https://www.youtube.com/watch?v=EeKJAhk7nBU",NA,47134837
"Spain","Soria","Castilla y Leon",0,"2019/12/12 00:00:00",22,10606,684234,0,3,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"97","0","https://www.facebook.com/watch/",NA,47134837
"Spain","Tarragona","Catalonia",0,"2019/12/07 00:00:00",17,10606,630305,1,1,"Spanish",1,NA,"1","1","1","0","1","0","1","1","1",0.5,"0","0","https://twitter.com/CUPTarragona/status/1205805380997009409?s=20",NA,47134837
"Spain","Tenerife","Canarias",0,"2019/12/06 00:00:00",16,10606,132299,1,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://twitter.com/isla_martu/status/1203015654401552388?s=19",NA,47134837
"Spain","Valencia","Comunidad Valenciana",0,"2019/12/13 00:00:00",23,10606,789744,1,2,"Valencian",0,"0","1","0","0","0",".",NA,"1","1","1",0.5,"0","0","https://twitter.com/AssembleaVlc/status/1203757740457439235",NA,47134837
"Spain","Valladolid","Castilla y Leon",0,"2019/12/15 00:00:00",25,10606,298866,0,3,"Spanish",1,NA,"1","0","0","0","0","0","1","1","1",0.5,"0","0","https://www.youtube.com/watch?time_continue=3&v=cvJrYpas_p0&feature=emb_logo",NA,47134837
"Spain","Vic","Catalonia",0,"2019/12/09 00:00:00",19,10606,112198,0,3,"Catalan",0,"0","1","1","0","0","1","0","1","1","1",0.5,"23","38","https://umap.openstreetmap.fr/es/map/un-violador-en-tu-camino-20192021-actualizado-2905_394247#9/41.9304/2.2541",NA,47134837
"Spain","Zaragoza","Aragon",0,"2019/11/30 00:00:00",10,10606,675301,1,2,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"0","0","https://umap.openstreetmap.fr/es/map/un-violador-en-tu-camino-20192021-actualizado-2905_394247#9/41.6523/-0.8809",NA,47134837
"Sweden","Gothenburg","Vastra Gotaland",0,"2019/12/03 00:00:00",12,56138,1688907,1,1,"Spanish",1,NA,"1","1","1",NA,"1","1","1","1","1",0.75,"0","13","https://www.youtube.com/watch?v=Sn_UPxTQiuo&t=3s",NA,10278887
"Sweden","Norrköping","Ostergotlands Lan",0,"2019/12/04 00:00:00",14,56138,341032,1,1,"Spanish",1,NA,"1","0","1","0","1","1","1","1","1",0.75,"0","0","https://www.youtube.com/watch?v=FkQQGxTa_js",NA,10278887
"Sweden","Stockholm","Stockholms Lan",0,"2019/12/02 00:00:00",13,56138,39112,1,1,"Spanish",1,NA,"1","1","1","0","1","1","1","1","1",0.75,"0","0","https://www.facebook.com/watch/?v=283228729273467",NA,10278887
"Sweden","Stockholm","Stockholms Lan",0,"2019/12/11 00:00:00",21,56138,5384342,1,2,"Swedish",0,"0","1","0","1","0","0",NA,"1","1","1",0.5,"0","0","https://www.youtube.com/watch?v=G0D4fLwecC0",NA,10278887
"Sweden","Uppsala","Uppsala Lan",0,"2019/12/17 00:00:00",27,56138,177074,1,1,"Spanish",1,NA,"1",NA,NA,"0","1","1","1","1","1",0.75,"0","28","https://www.facebook.com/events/580917002478506/?active_tab=about",NA,10278887
"Sweden","Växjö","Kronobergs Lan",0,"2019/12/14 00:00:00",24,56138,261905,1,3,"Spanish",1,NA,"1","0","0","0","1","1","1","1","1",0.75,"68","0","https://www.youtube.com/watch?v=KpOoXUwRMPw&t=6s",NA,10278887
"Switzerland","Bern","Bern",0,"2019/12/13 00:00:00",22,11538,133115,1,2,"German",0,"0","1","0","0","0","1",NA,"0","0","1",0.125,"97","0","https://vimeo.com/379202811",NA,8575280
"Switzerland","Geneva","Geneve",0,"2019/12/01 00:00:00",11,11538,198979,1,1,"Spanish",1,NA,"1","0","0","0","1","0","1","1","1",0.5,"25","0","https://www.facebook.com/watch/?v=429351577747049",NA,8575280
"Switzerland","Geneva","Geneve",0,"2019/12/17 00:00:00",27,11538,198979,1,2,"French",0,"0","1","0","0","0","0","0","1","1","1",0.5,"0","28","https://twitter.com/isatrapa/status/1207010853675044864?s=20",NA,8575280
"Switzerland","Lausanne","Vaud",0,"2019/12/10 00:00:00",20,11538,150998,1,1,"spanish",1,NA,"1","1","0","1","1","1","1","1","1",0.75,"35","22","https://www.youtube.com/watch?v=xhQzYsCIiAs",NA,8575280
"Switzerland","Lausanne","Vaud",0,"2020/03/08 00:00:00",109,11538,137810,1,3,"Spanish",1,"1","1","0","1","0","1","1",NA,"1","1",0.75,"0","0","https://www.youtube.com/watch?v=HuetEsqIUP8",NA,8575280
"Switzerland","Neuchatel","Neuchatel",0,"2020/03/08 00:00:00",109,11538,966144,0,2,"French",0,"0","0","0","0","0","1",NA,"0","1","1",0.125,"0","0","https://www.youtube.com/watch?v=TQuX1FJeuP4",NA,8575280
"Switzerland","Zürich","Zurich",0,"2019/12/07 00:00:00",17,11538,434008,1,1,"Spanish",1,NA,"1","1","0","0","0","0","1","1","1",0.5,"0","0","https://vimeo.com/379252419",NA,8575280
"Syria","Rojava","Rojava",0,"2019/12/15 00:00:00",25,0,122853,0,2,"Turkish",0,"0","1","0","0","0",".",NA,NA,"1","1",0.25,"0","0","https://twitter.com/Kog_kkb/status/1208291854913081345",NA,NA
"Tunisia","Tunis",".",0,"2019/12/14 00:00:00",24,0,204234,0,2,"arabic",0,"0","1","0","0","0","0",NA,NA,NA,"0",0.125,"68","0","https://www.youtube.com/watch?v=laJaAAh5bjw",NA,12049314
"Turkey","Ankara","Ankara",0,"2019/12/12 00:00:00",22,NA,5310000,0,2,"Turkish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/AnkaraKadin/status/1201851127177846785",NA,NA
"Turkey","Ankara","Ankara",0,"2019/12/14 00:00:00",24,87,5310000,0,2,"Turkish",0,"0","0","0","0","0","0",NA,NA,NA,"1",0,"68","0","https://twitter.com/Istanbultelaviv/status/1205993768127803392?s=20",NA,NA
"Turkey","Ankara","Ankara",0,"2019/12/25 00:00:00",35,87,5310000,0,2,"Turkish",0,"0","0","0","0","0",".",NA,NA,NA,"1",0,"29","27","https://twitter.com/dokuz8news/status/1209838986031763456",NA,NA
"Turkey","Antalya","Antalya",0,"2019/12/29 00:00:00",39,87,1319000,0,2,"Turkish",0,"0","0","0","0","0",".",NA,NA,NA,"1",0,"0","0","https://twitter.com/KampusCadilari/status/1209756183927705601",NA,NA
"Turkey","Canakkale",".",0,"2019/12/18 00:00:00",28,87,195439,0,2,"Turkish",0,"0","1","0","0","0",".",NA,NA,"1","1",0.25,"12","0","https://t24.com.tr/video/kaz-daglarinda-altin-madenine-karsi-direnen-kadinlardan-las-tesis-performansi,25138",NA,NA
"Turkey","Istanbul","Istanbul",0,"2019/12/08 00:00:00",18,87,52463,0,3,"Turkish",0,"0","1","0","0","0",".",NA,NA,"1","1",0.25,"16","0","https://www.youtube.com/watch?v=azd0GxIb_L0",NA,NA
"Turkey","Izmir","Izmir",0,"2019/12/15 00:00:00",25,87,15311000,0,3,"Turkish",0,"0","1","0","0","0",".",NA,NA,NA,"1",0.125,"0","0","https://twitter.com/Istanbultelaviv/status/1206257131885907968",NA,NA
"Turkey","Konya",".",0,"2019/12/22 00:00:00",31,87,18698000,0,2,"Turkish",0,"0","0","0","0","0",".",NA,NA,"1","1",0.125,"0","0","https://twitter.com/dokuz8news/status/1207267107731333123?s=20",NA,NA
"UK","Bristol","England",0,"2019/11/29 00:00:00",10,9928,567111,1,1,"Spanish",1,"1","1","0","0","0","1","1","1","1","1",1,"0","0","https://twitter.com/ChileansB/status/1200556537300815878?s=20",NA,66836327
"UK","Cambridge","England",0,"2019/12/04 00:00:00",14,9928,124798,1,1,"Spanish",1,"1","1","0","0","0","1","1","1","1","1",1,"0","0","https://www.facebook.com/story.php?story_fbid=10157899463214304&id=637264303&paipv=0&eav=AfZ3yHw8qxGZEdCut3likBqdgC-hDOjr82919B984x7QonxRGJyWtESJI3UgeiQ5uvA&_rdr",NA,66836327
"UK","Edinburgh","Scotland",0,"2020/03/08 00:00:00",109,9928,645923,1,1,"English",0,"0","1","1","0","0","1",NA,"0","1","1",0.25,"0","0","https://www.facebook.com/watch/live/?v=2640185499395387&ref=watch_permalink",NA,66836327
"UK","Edinburgh","Scotland",0,"2019/12/14 00:00:00",22,9928,645923,1,1,"English",0,"0","1","1","0","0","1",NA,"0","1","1",0.25,"0","0","https://www.facebook.com/watch/live/?ref=watch_permalink&v=2640185499395387",NA,66836327
"UK","Glasgow","Scotland",0,"2020/03/08 00:00:00",109,9928,271843,1,2,"English",0,"0","1","1","0","0","1",NA,"0",NA,"1",0.125,"0","0","https://www.facebook.com/maria.manrique.3154/videos/2556062644509000/?_rdc=1&_rdr",NA,66836327
"UK","Leeds","England",0,"2019/12/08 00:00:00",18,9928,137810,1,1,"Spanish",1,"1","1","1","0","0","1",NA,"0",NA,"1",0.375,"16","0","https://twitter.com/search?q=leeds+%23lastesis&src=typed_query",NA,66836327
"UK","London","England",0,"2019/11/28 00:00:00",9,9928,158916,1,1,"Spanish",1,"1","1","1","0","0","1","1","1","1","1",1,"0","0","https://twitter.com/PavelRubioH1/status/1200445960259854338?s=20",NA,66836327
"UK","London","England",0,"2019/12/07 00:00:00",17,9928,11120000,1,1,"Spanish",1,"1","1","1","1","0","1","0","0","1","1",0.5,"0","0","https://www.youtube.com/watch?v=1sMBYZiMetI&feature=emb_logo,",NA,66836327
"UK","London","England",0,"2020/02/22 00:00:00",95,9928,11120000,1,2,"English",0,"0","1","0","0","0","1",NA,NA,"1","1",0.25,"10","0","https://www.facebook.com/womenstrike.uk/videos/666713344069927",NA,66836327
"UK","Manchester","England",0,"2019/12/04 00:00:00",14,9928,577405,1,1,"Spanish",1,"1","1","0","0","0","0","1","1","1","1",1,"0","0","https://www.youtube.com/watch?v=SItXkJLENqE&feature=youtu.be",NA,66836327
"UK","Manchester","England",0,"2020/02/10 00:00:00",82,9928,577405,1,2,"English",0,"0","1","0","0","0","0",NA,NA,NA,"1",0.125,"0","0","https://www.youtube.com/watch?v=AAUJ9TILHC0",NA,66836327
"UK","Oxford","England",0,"2019/12/22 00:00:00",32,9928,220020,1,1,"Spanish",1,"1","1","0","0","0","1","0","1","1","1",0.75,"0","0","https://www.youtube.com/watch?v=sUdQdBTJXVQ",NA,66836327
"Ukraine","Kiev","Kyyiv",0,"2020/03/08 00:00:00",109,5,308436,0,2,"ukrainian",0,"0","1","0","0","0",".",NA,"0","1","1",0.25,"0","0","https://www.youtube.com/watch?v=b15SRc6UNxM",NA,44474512
"Uruguay","Montevideo",NA,1,"2019/11/29 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/watch/live/?ref=watch_permalink&v=2470605163177839",NA,3428409
"Uruguay","Florida",NA,1,"2019/12/02 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/cotidianomujer/status/1201586221543280640?s=20",NA,3428409
"Uruguay","Paysandu",NA,1,"2019/12/15 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/tv/B6TW8hwAKdQ/?igshid=19nxz1emp039y",NA,3428409
"Uruguay","Maldonado",NA,1,"2019/12/18 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/colectivafeministamaldonado/photos?tab=album&album_id=2547231465545329",NA,3428409
"Uruguay","Piriapolis",NA,1,"2020/01/04 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/marcwasem/status/1213917314950844418",NA,3428409
"Uruguay","Valizas",NA,1,"2020/01/11 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/B7PmmTBA8Of/",NA,3428409
"Uruguay","San Jose",NA,1,"2020/02/08 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/watch/?v=2565661143713824&ref=sharing",NA,3428409
"Uruguay","Las Piedras",NA,1,"2020/03/08 00:00:00",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/100005125092773/posts/1506105946236894/",NA,3428409
"USA","Austin","Texas",0,"2019/12/04 00:00:00",14,138969,978908,0,1,"Spanish",1,"1","1","0","0","0","1","0","1","1","1",0.75,"0","0","https://www.youtube.com/watch?v=AJHaXfKchYs",NA,328329953
"USA","Boston","Massachusetts",0,"2019/12/08 00:00:00",18,138969,692600,1,1,"Spanish",1,"1","1","1","0","0","1","1","1","1","1",1,"16","0","https://twitter.com/ingridelena/status/1203488868386967553",NA,328329953
"USA","Chicago","Illinois",0,"2019/12/07 00:00:00",17,138969,2693976,1,1,"Spanish",1,"1","1","0","0","0","1","1","1","1","1",1,"0","0","https://www.youtube.com/watch?v=H_C5DWzF1Ys",NA,328329953
"USA","Los Angeles","California",0,"2019/12/08 00:00:00",18,138969,11120000,1,1,"Spanish",1,"1","1","1","0","0","1","1","1","1","1",1,"16","0","https://www.youtube.com/watch?v=oPtC48Aqo4w&t=5s",NA,328329953
"USA","Los Angeles","California",0,"2019/12/12 00:00:00",22,138969,11120000,1,2,"Spanish",1,"1","1","0","0","0","0",NA,NA,"1","1",0.5,"97","0","https://twitter.com/jackiereporter/status/1205260817060352000?s=09",NA,328329953
"USA","Miami","Florida",0,"2019/12/08 00:00:00",18,138969,868277,1,2,"Spanish",1,"1","1","1","1","0","1","1","1","1","1",1,"16","0","https://www.youtube.com/watch?v=N1_qWIf1ifQ&t=6s",NA,328329953
"USA","New Jersey","Nueva Jersey",0,"2020/02/27 00:00:00",99,138969,32819,0,3,"English",0,"0","1","0","0","0","1","1","0","1","1",0.5,"0","0","https://www.youtube.com/watch?v=dnUIvmOSBiE",NA,328329953
"USA","New York","Nueva York",0,"2019/11/29 00:00:00",9,138969,8336817,1,1,"Spanish",1,"1","1","0","1","0","0","1","1","1","1",1,"0","0","https://twitter.com/arolasuribe/status/1200518739093049344?s=19",NA,328329953
"USA","New York","Nueva York",0,"2019/12/07 00:00:00",17,138969,8336817,1,1,"Spanish",1,"1","1","1","1","1","1","1","1","1","1",1,"0","0","https://www.youtube.com/watch?time_continue=102&v=dUwL5iZqM9Q&feature=emb_logo",NA,328329953
"USA","New York","Nueva York",0,"2019/12/07 00:00:00",16,138969,8336817,1,1,"Spanish",1,"1","1","1","0","0","0","1","1","1","1",1,"0","0","https://www.youtube.com/watch?v=NM3tvE3-JCg",NA,328329953
"USA","New York","Nueva York",0,"2020/01/10 00:00:00",51,138969,8336817,1,2,"English",0,"0","1","0","0","0","1",NA,NA,NA,"1",0.125,"15","0","https://twitter.com/LaurenAratani/status/1215677180065341440",NA,328329953
"USA","New York","Nueva York",0,"2020/01/18 00:00:00",59,138969,262075,1,2,"English",0,"0","0","0","0","0","1",NA,NA,"1","1",0.125,"37","0","https://www.youtube.com/watch?v=fym_aQXRcuc",NA,328329953
"USA","New York","Nueva York",0,"2020/02/18 00:00:00",90,138969,8336817,1,2,"English",1,"0","1","0","0","0","1",NA,NA,"1","1",0.25,"10","0","https://www.youtube.com/watch?v=tM4dKFbQQlg",NA,328329953
"USA","Philadelphia","Pensilvania",0,"2019/11/30 00:00:00",10,138969,1584064,1,1,"Spanish",1,"1","1","0","0","0","1","1","1","1","1",1,"0","0","https://twitter.com/radiosoniderx/status/1200766417731309570?s=20",NA,328329953
